Index,Sample,Report,Series,Longitude,Latitude,Datum,Rock_Class,Rock_Type,Rock_Name,Description,Rcvd_Sample_Wt_kg,SiO2_%_ME_XRF26,TiO2_%_ME_XRF26,Al2O3_%_ME_XRF26,Fe2O3_%_ME_XRF26,MnO_%_ME_XRF26,MgO_%_ME_XRF26,CaO_%_ME_XRF26,Na2O_%_ME_XRF26,K2O_%_ME_XRF26,P2O5_%_ME_XRF26,BaO_%_ME_XRF26,Cr2O3_%_ME_XRF26,SrO_%_ME_XRF26,LOI_%_OA_GRA05x,Total_%_ME_XRF26,SiO2_%_ME_ICP06,TiO2_%_ME_ICP06,Al2O3_%_ME_ICP06,Fe2O3_%_ME_ICP06,MnO_%_ME_ICP06,MgO_%_ME_ICP06,CaO_%_ME_ICP06,Na2O_%_ME_ICP06,K2O_%_ME_ICP06,P2O5_%_ME_ICP06,BaO_%_ME_ICP06,Cr2O3_%_ME_ICP06,SrO_%_ME_ICP06,LOI_%_OA_GRA05,Total_%_TOT_ICP06,S_%_S_IR,C_%_C_IR,Ba_ppm_ME_MS81,Ce_ppm_ME_MS81,Cr_ppm_ME_MS81,Cs_ppm_ME_MS81,Dy_ppm_ME_MS81,Er_ppm_ME_MS81,Eu_ppm_ME_MS81,Ga_ppm_ME_MS81,Gd_ppm_ME_MS81,Ge_ppm_ME_MS81,Hf_ppm_ME_MS81,Ho_ppm_ME_MS81,La_ppm_ME_MS81,Lu_ppm_ME_MS81,Nb_ppm_ME_MS81,Nd_ppm_ME_MS81,Pr_ppm_ME_MS81,Rb_ppm_ME_MS81,Sm_ppm_ME_MS81,Sn_ppm_ME_MS81,Sr_ppm_ME_MS81,Ta_ppm_ME_MS81,Tb_ppm_ME_MS81,Th_ppm_ME_MS81,Tm_ppm_ME_MS81,U_ppm_ME_MS81,V_ppm_ME_MS81,W_ppm_ME_MS81,Y_ppm_ME_MS81,Yb_ppm_ME_MS81,Zr_ppm_ME_MS81,Ag_ppm_ME_4ACD81,As_ppm_ME_4ACD81,Cd_ppm_ME_4ACD81,Co_ppm_ME_4ACD81,Cu_ppm_ME_4ACD81,Li_ppm_ME_4ACD81,Mo_ppm_ME_4ACD81,Ni_ppm_ME_4ACD81,Pb_ppm_ME_4ACD81,Sc_ppm_ME_4ACD81,Tl_ppm_ME_4ACD81,Zn_ppm_ME_4ACD81,As_ppm_ME_MS42,Bi_ppm_ME_MS42,Hg_ppm_ME_MS42,In_ppm_ME_MS42,Re_ppm_ME_MS42,Sb_ppm_ME_MS42,Sc_ppm_ME_MS42,Se_ppm_ME_MS42,Te_ppm_ME_MS42,Tl_ppm_ME_MS42,Nb_ppm_ME_XRF05,Y_ppm_ME_XRF05,Zr_ppm_ME_XRF05,Ni_%_Ni_OG62
233,69AR376,FA14117576,E_plut,-153.5919,61.3063,NAD83,Igneous,Plutonic,intermediate,felsite ,0.13,75.7,0.17,12.65,2.76,0.04,0.13,0.2,4.78,3.18,0.02,0.11,-0.01,0.01,0.3,100.1,,,,,,,,,,,,,,,,-0.01,0.04,1015,62.5,10,2.07,7.61,4.68,0.77,18.1,7.79,,7.1,1.54,40.9,0.71,12,36.7,9.42,79.2,8.19,3,42,0.8,1.23,10.3,0.69,4.5,7,1,43.1,4.36,278,-0.5,,-0.5,1,4,30,-1,2,13,7,,80,1.9,0.15,0.023,,,0.62,,0.4,-0.01,0.04,,,,
234,69AR390M,FA14117576,ELC,-152.6786,61.3314,NAD83,Igneous,Plutonic,gabbro,hornblende gabbro ,0.91,47.2,0.66,6.7,11.92,0.21,15.85,13.75,0.93,0.39,0.07,0.02,0.14,0.02,1.26,99.53,,,,,,,,,,,,,,,,0.12,0.1,177,10.7,1090,1,2.67,1.47,0.68,8.6,2.52,,1.2,0.54,4.7,0.19,2,7.6,1.58,8.3,2.44,-1,197,0.1,0.45,0.81,0.2,0.37,266,1,13.3,1.31,36,-0.5,,0.5,64,59,-10,-1,48,-2,66,,78,1.1,-0.01,-0.005,,,-0.05,,0.5,-0.01,0.05,,,,
235,70AR138,FA14117576,,-152.603,61.1349,NAD83,Igneous,Plutonic,quartz diorite,hornblende-biotite quartz diorite ,0.73,50.3,1.19,18.9,9.28,0.14,5.11,8.78,4.11,0.89,0.39,0.06,0.01,0.12,0.45,99.89,,,,,,,,,,,,,,,,-0.01,0.04,428,34.4,70,0.4,3.85,2.08,1.33,21.4,4.29,,3.2,0.77,14.9,0.29,7.2,20.8,4.83,12.7,5.17,1,923,0.3,0.61,1.32,0.29,0.56,238,2,19.4,1.89,119,-0.5,,-0.5,30,167,10,-1,43,3,19,,100,1.2,0.02,0.013,,,-0.05,,0.5,0.01,0.07,,,,
236,70AR208,FA14117576,ELC_high-K,-152.4111,61.4061,NAD83,Igneous,Plutonic,syenite,hornblende-biotite quartz diorite ,0.48,56.1,0.73,16.8,6.86,0.14,2.54,6.53,4.03,3.92,0.47,0.11,-0.01,0.12,0.75,100.35,,,,,,,,,,,,,,,,0.42,0.09,1005,27.5,20,0.59,3.41,1.99,1.05,17.8,3.44,,2.8,0.71,13.4,0.32,6.2,14.6,3.5,71,3.67,1,1035,0.4,0.54,2.73,0.28,1.36,190,2,18.7,2.01,99,-0.5,,-0.5,17,158,-10,-1,4,9,14,,57,2.7,0.03,0.006,,,0.05,,0.9,0.02,-0.02,,,,
237,79AR037,FA14117576,EO,-154.136,62.0414,NAD83,Igneous,Plutonic,granite,biotite-hornblende granite ,0.2,71.3,0.26,13.1,3.89,0.07,0.27,1.11,4.23,4.63,0.06,0.06,-0.01,0.01,0.21,99.3,,,,,,,,,,,,,,,,-0.01,0.02,513,145,-10,8.55,12.35,8.03,0.58,25.1,11.1,,14.6,2.56,70.8,1.21,36.8,59.7,16.6,212,12.9,8,77.9,2.4,1.96,30.7,1.18,8.93,8,2,70.1,7.81,587,-0.5,,-0.5,2,3,80,-1,-1,29,3,,142,4.3,0.09,0.017,,,0.84,,1.4,-0.01,0.44,,,,
238,88AR190,FA14117576,P_plut_TP,-154.1269,61.4886,NAD83,Igneous,Plutonic,granite,biogranite ,0.55,71.6,0.25,13.95,2.66,0.04,0.16,1.32,3.23,5.43,0.05,0.16,-0.01,0.01,0.39,99.3,,,,,,,,,,,,,,,,0.01,0.09,1410,151,10,6.04,8.97,4.85,0.95,22.5,10.15,,9.7,1.74,71.9,0.67,18.5,65.3,17.85,189,13.35,3,92.9,1,1.57,19.7,0.71,3.6,9,1,44.8,4.56,365,-0.5,,-0.5,-1,2,40,-1,3,24,8,,101,6.1,0.04,-0.005,,,0.07,,0.9,-0.01,0.46,,,,
239,02PH374A,FA14117576,ELC,-151.3775,61.9409,WGS84,Igneous,Plutonic,granite,TK(?) medium hornblende granite ,0.24,64.1,0.56,16.05,5.25,0.1,2.07,4.89,3.56,2.88,0.21,0.09,-0.01,0.08,0.46,100.35,,,,,,,,,,,,,,,,-0.01,0.02,786,21.8,30,0.69,2.41,1.3,0.75,15.3,2.38,,2.3,0.45,11.6,0.21,5.9,10.8,2.65,54.8,2.67,1,665,0.4,0.38,2.32,0.22,1.01,111,1,12.5,1.41,86,-0.5,,-0.5,9,6,-10,-1,7,5,10,,43,6.1,0.02,-0.005,,,0.17,,0.4,-0.01,0.02,,,,
240,02PH375A,FA14117576,ELC_high-K,-151.4733,62.0007,WGS84,Igneous,Plutonic,granodiorite,coarse biotite granodiorite ,0.21,57.3,0.86,17.5,7.44,0.14,2.77,6.08,3.69,3.23,0.43,0.05,-0.01,0.09,0.43,100.1,,,,,,,,,,,,,,,,0.03,0.02,469,27,10,1.99,4.06,2.38,1.09,18.3,3.92,,3.5,0.8,12.5,0.32,9.2,14.9,3.53,76.4,3.9,1,718,0.6,0.66,2.1,0.33,0.96,160,1,20.9,2.14,127,-0.5,,-0.5,17,75,20,-1,2,8,11,,71,4.7,0.02,-0.005,,,0.18,,0.7,0.01,0.18,,,,
241,13ATe318c,FA14117576,E_volc,-153.9547,61.4385,WGS84,Igneous,Volcanic,andesite,granite in (low-Temperature?) contact with fine-grained metasedimentary (or volcanic? Long prismatic crystals in weathered surfaces) ,0.23,55.5,1.12,17.2,7.02,0.15,3.33,6.31,2.89,1.58,0.54,0.1,-0.01,0.08,3.84,99.78,,,,,,,,,,,,,,,,0.01,0.5,923,63.1,40,1.53,3.72,2,1.66,19.4,4.75,,2.8,0.69,31.2,0.25,7.9,32.5,7.98,56.1,6.81,1,671,0.4,0.64,7.16,0.27,1.98,92,1,18.5,1.67,112,-0.5,,-0.5,13,13,60,-1,7,9,11,,111,1.6,0.08,-0.005,,,0.07,,0.8,0.01,0.06,,,,
242,13SK179B,FA14117576,E_volc,-153.948,61.4145,WGS84,Igneous,Volcanic,andesite,porphyritic andesite dike ,0.19,68.4,0.41,15.65,3.55,0.06,0.71,2.58,3.37,3.52,0.16,0.18,-0.01,0.04,0.55,99.23,,,,,,,,,,,,,,,,-0.01,0.06,1555,64,10,4.57,4.05,1.79,1.56,18.4,5.44,,4.9,0.69,31.6,0.22,11.7,30.5,7.81,97.6,6.43,1,336,0.8,0.73,8.55,0.25,2.26,27,2,19.8,1.55,192,-0.5,,0.6,6,12,40,1,8,20,6,,74,1.4,0.04,0.007,,,-0.05,,0.6,0.01,0.33,,,,
243,12AJJ46A,FA14117576,ELC,-153.0484,61.1147,WGS84,Igneous,Plutonic,granitoid,gneiss (or unfoliated biotite- diorite; SB?) ,0.02,58.1,1.1,16.65,8.67,0.14,2.93,6.53,3.67,1.41,0.32,0.07,0.01,0.06,0.42,100.2,,,,,,,,,,,,,,,,0.01,0.05,527,26.3,30,2.55,3.65,2.18,1.15,18,4.02,,3.1,0.73,11.8,0.3,5.6,15.4,3.55,39.1,4.05,2,450,0.4,0.6,2.5,0.31,0.79,210,1,19.4,2.05,117,-0.5,,-0.5,19,22,30,-1,7,10,19,,97,0.1,0.05,-0.005,,,-0.05,,0.3,0.01,0.19,,,,
244,81AR047,FA14119564,,-152.753,61.036,NAD83,Igneous,Plutonic,tonalite,hornblende-biotite tonalite ,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085,58.3,30,0.72,2.64,1.55,1.37,20.9,3.51,,5.3,0.53,25.7,0.25,15.3,25.7,6.93,58.3,4.62,1,803,1.3,0.49,7.16,0.21,2.55,121,4,14.1,1.55,176,-0.5,-5,-0.5,12,92,20,-1,20,6,7,-0.5,74,,,,,,,,,,,,,,
245,81AR053,FA14119564,,-152.154,61.0372,NAD83,Igneous,Plutonic,tonalite,biotite-hornblende tonalite ,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,61.2,20,3.28,5.7,3.35,1.44,19.7,6.43,,6.8,1.13,28.6,0.45,13.4,30.9,7.62,58.9,6.74,2,470,0.7,1,4.91,0.47,1.67,170,1,30.3,2.9,250,-0.5,10,-0.5,14,264,30,-1,4,17,15,-0.5,80,,,,,,,,,,,,,,
246,81AR077,FA14119564,,-152.5118,61.1777,NAD83,Igneous,Plutonic,tonalite,biotite-hornblende tonalite ,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,47.4,10,1.22,2.18,1,1.11,20.4,3.16,,3.8,0.37,24.6,0.14,14,20.7,5.49,51.3,4,1,768,0.9,0.41,3.17,0.14,1.36,60,-1,10.8,0.92,136,-0.5,-5,-0.5,5,19,30,-1,1,10,4,-0.5,66,,,,,,,,,,,,,,
247,81AR092,FA14119564,,-152.2123,61.0093,NAD83,Igneous,Plutonic,tonalite,biotite-hornblende tonalite ,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,29.2,40,1.46,3.25,1.8,1.08,19.8,3.67,,3,0.59,13.4,0.25,7.7,15.8,3.81,31,3.76,1,663,0.5,0.55,2.03,0.25,1.06,180,2,16.3,1.67,106,-0.5,-5,-0.5,18,118,20,-1,17,7,13,-0.5,73,,,,,,,,,,,,,,
248,81AR139,FA14119564,,-152.857,61.0331,NAD83,Igneous,Plutonic,tonalite,hornblende-biotite tonalite ,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,38.5,40,0.64,6.09,3.1,1.79,24.3,6.67,,5.3,1.19,15.3,0.31,10.4,31.1,6.15,20.5,7.48,1,1090,0.5,1.05,1.58,0.39,0.73,198,1,29.6,2.45,216,-0.5,-5,-0.5,18,128,20,-1,18,4,13,10,90,,,,,,,,,,,,,,
249,81AR140,FA14119564,,-152.7182,61.087,NAD83,Igneous,Plutonic,tonalite,hornblende-biotite tonalite ,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,35,140,0.16,3.83,2.05,1.35,23.6,4.3,,1.8,0.75,14.7,0.29,6.1,20.9,4.81,3.6,4.93,1,968,0.2,0.7,0.51,0.3,0.21,254,2,20,2,51,-0.5,-5,-0.5,30,48,10,-1,56,3,20,-0.5,89,,,,,,,,,,,,,,
250,82AR12,FA14119564,P_plut_alk,-154.337,62.1104,NAD83,Igneous,Plutonic,tonalite,biotite tonalite ,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,85.4,10,0.83,9.03,4.56,3.6,20.7,11.05,,4.9,1.67,36.7,0.58,26.9,50.6,11.5,34.2,11,1,574,1.3,1.56,2.69,0.62,1.15,23,1,42.1,3.9,212,-0.5,-5,-0.5,14,10,30,-1,-1,7,37,-0.5,189,,,,,,,,,,,,,,
251,85AR12,FA14119564,,-153.371,61.1645,NAD83,Igneous,Plutonic,granodiorite,biotite-hornblende granodiorite ,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,32.7,10,5.44,6.48,3.65,2.28,20.6,7.06,,2,1.29,13.6,0.45,8.6,22.6,4.85,33.2,6.37,1,594,0.4,1.13,0.9,0.48,0.42,115,2,33.1,2.98,67,-0.5,-5,-0.5,13,3,30,-1,1,6,22,-0.5,82,,,,,,,,,,,,,,
252,85AR19,FA14119564,,-153.4552,61.062,NAD83,Igneous,Plutonic,granodiorite,biotite-hornblende granodiorite ,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,46,30,2.2,5.73,3.35,1.77,20.4,6.24,,4.8,1.18,21.8,0.49,9.8,25.3,5.99,48,5.8,1,393,0.6,0.94,4.15,0.47,1.35,158,1,30.7,3.16,182,-0.5,13,-0.5,15,15,30,-1,2,6,18,-0.5,90,,,,,,,,,,,,,,
253,85AR23,FA14119564,ELC,-152.9889,61.0918,NAD83,Igneous,Plutonic,quartz monzodiorite,biotite-hornblende quartz monzoniteodiorite ,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,26.8,40,1.53,1.99,1.27,0.64,17.2,2.08,,4.2,0.41,14.3,0.21,6,11.2,2.88,81.6,2.22,1,509,0.3,0.3,3.8,0.17,2.04,114,2,11.1,1.28,148,-0.5,-5,-0.5,11,15,20,-1,9,7,10,-0.5,48,,,,,,,,,,,,,,
254,85AR30,FA14119564,EO,-153.377,61.0117,NAD83,Igneous,Plutonic,granodiorite,biotite-hornblende granodiorite ,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,57,40,2.55,2.34,1.29,1.03,17.7,3.17,,3.9,0.48,31.9,0.19,7.2,21.7,6.07,57.9,3.8,1,536,0.5,0.41,7.16,0.17,1.31,97,1,12.3,1.19,140,-0.5,-5,-0.5,13,2,40,-1,15,4,9,-0.5,54,,,,,,,,,,,,,,
255,85AR50,FA14119564,,-153.299,61.1314,NAD83,Igneous,Plutonic,granodiorite,biotite-hornblende granodiorite ,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,81.3,10,3.5,7.84,4.96,1.93,22.3,8.17,,11.2,1.63,37.8,0.69,25.4,40.5,10.1,61.3,8.52,3,365,1.3,1.3,3.71,0.66,1.51,125,1,41.1,4.28,534,-0.5,6,-0.5,14,4,60,1,1,6,15,-0.5,118,,,,,,,,,,,,,,
256,87AGE010A,FA14119564,E_plut,-153.5336,61.1817,NAD83,Igneous,Plutonic,granodiorite,granodiorite ,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,41,10,0.93,5.38,3.26,1.53,19.1,5.38,,4.2,1.03,19.1,0.44,10.1,22.9,5.34,40.8,5.47,1,433,0.6,0.81,3.64,0.42,1.33,111,1,27.1,2.73,166,-0.5,6,-0.5,9,1,40,-1,-1,2,18,-0.5,99,,,,,,,,,,,,,,
257,87AGE012,FA14119564,E_plut_GB,-153.3553,61.2342,NAD83,Igneous,Plutonic,granodiorite,granodiorite ,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3.3,300,0.21,1.02,0.59,0.39,10.9,1.01,,0.4,0.21,1.4,0.07,0.4,2.7,0.52,2.1,0.95,-1,351,-0.1,0.17,0.25,0.08,0.07,135,1,5.1,0.5,11,-0.5,30,-0.5,44,33,20,-1,43,2,51,10,43,,,,,,,,,,,,,,
258,87AGE020A,FA14119564,LC,-153.614,61.2661,NAD83,Igneous,Plutonic,granodiorite,granodiorite ,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,40.3,10,3.97,3.26,1.44,0.43,18.4,3.88,,3.5,0.54,20.9,0.15,9.4,16.7,4.62,173.5,3.91,2,199,1.9,0.67,15.8,0.16,6.55,12,1,16.8,1.03,88,-0.5,-5,-0.5,2,1,50,-1,1,27,2,-0.5,26,,,,,,,,,,,,,,
259,87AGE039A,FA14119564,LC,-153.6811,61.1981,NAD83,Igneous,Plutonic,quartz diorite,quartz diorite ,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,30.8,10,1.66,4.31,2.57,1.51,18.9,4.48,,3,0.85,13.6,0.32,7.2,18.5,4.19,35.1,4.79,2,612,0.4,0.68,1.8,0.34,0.86,285,1,21.9,1.99,123,-0.5,6,-0.5,19,10,30,11,-1,7,20,10,115,,,,,,,,,,,,,,
260,87AGE040A,FA14119564,LC_S,-153.6556,61.2183,NAD83,Igneous,Plutonic,quartz diorite,quartz diorite ,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,36.8,410,0.85,4,2.26,1.48,17.1,4.47,,3.1,0.77,16.8,0.3,7.7,20.1,4.81,10.3,4.8,1,598,0.4,0.63,2.04,0.32,0.94,224,1,20.2,2.04,126,-0.5,-5,-0.5,32,24,40,-1,92,25,21,-0.5,103,,,,,,,,,,,,,,
261,87AGE042,FA14119564,LC,-153.801,61.1592,NAD83,Igneous,Plutonic,granodiorite,granodiorite ,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,55.1,280,6.15,3.1,1.98,0.93,16.2,3.48,,3.8,0.63,29.1,0.27,9.5,21.8,5.96,114.5,4.19,1,371,0.7,0.54,12.3,0.27,5.05,109,9,17.5,1.71,134,-0.5,169,-0.5,16,2,60,-1,40,8,12,-0.5,46,,,,,,,,,,,,,,
262,87AMC058,FA14119564,LC_dikes,-153.7667,61.1831,NAD83,Igneous,Plutonic,felsic,felsic dike ,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,50.4,120,1.5,4.51,2.56,1.3,16.9,4.73,,4,0.89,24.7,0.35,11.8,23.5,5.9,48.7,4.98,2,335,0.8,0.7,8.38,0.35,3.8,140,2,22.4,2.24,147,-0.5,29,-0.5,54,132,70,2,176,11,15,-0.5,103,,,,,,,,,,,,,,
263,87AR004,FA14119564,,-153.6281,61.1561,NAD83,Igneous,Plutonic,quartz diorite,quartz diorite ,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,28.6,90,0.62,4.18,2.32,1.4,18.4,4.31,,2.9,0.86,12.9,0.32,5.5,16.9,3.9,15.5,4.2,2,572,0.3,0.68,1.53,0.31,0.7,337,2,21,2.04,118,-0.5,-5,-0.5,30,12,40,-1,21,4,28,10,104,,,,,,,,,,,,,,
264,87AR034,FA14119564,LC,-153.534,61.4133,NAD83,Igneous,Plutonic,granodiorite,granodiorite; chloritized biotite ,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,69,80,2.74,4.67,2.49,1.91,22.1,6.09,,2.7,0.93,34.8,0.28,18,32.1,8.29,53.9,6.56,2,843,1,0.85,8.4,0.32,2.94,187,2,23.2,2.04,95,-0.5,14,-0.5,25,55,60,-1,32,28,15,-0.5,100,,,,,,,,,,,,,,
265,87AR056A,FA14119564,E_plut_GB,-153.361,61.2483,NAD83,Igneous,Plutonic,gabbro,gabbro ,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.5,12.6,80,0.57,2.03,1.05,0.53,16.8,2.14,,1.9,0.38,5.6,0.15,2.2,7.8,1.73,13,2.03,2,639,0.1,0.33,0.88,0.16,0.45,142,1,10.4,1.02,71,-0.5,-5,-0.5,10,1,10,-1,10,-1,13,-0.5,16,,,,,,,,,,,,,,
266,87AR058,FA14119564,E_plut,-153.4572,61.2242,NAD83,Igneous,Plutonic,granodiorite,granodiorite ,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,37,20,2.06,4.62,3.22,0.76,16.7,4.3,,6.6,0.98,17.8,0.48,8.8,18.3,4.64,82.8,4.39,3,166.5,0.6,0.74,4.7,0.46,2.35,29,2,27.4,2.97,246,-0.5,19,-0.5,4,4,30,-1,-1,14,6,-0.5,47,,,,,,,,,,,,,,
267,87AR114,FA14119564,LC,-153.5892,61.1614,NAD83,Igneous,Plutonic,granodiorite,granodiorite ,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,56.1,80,4.76,4.47,2.36,1.35,19.6,5.04,,5.4,0.82,27.9,0.3,22.9,25.5,6.7,74.5,5.44,2,478,1.3,0.76,5.48,0.31,1.99,132,1,21.9,2.01,213,-0.5,-5,-0.5,27,5,50,-1,31,9,15,-0.5,101,,,,,,,,,,,,,,
268,88AR163,FA14119564,P_plut_TP,-154.0303,61.4536,NAD83,Igneous,Plutonic,granite,biotite granite ,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,75.8,20,6.73,5.94,3.25,1.01,20.4,6.52,,5.6,1.09,35.8,0.42,14.7,33.6,9.04,171,7.47,3,154,1,1.03,13,0.46,5.41,23,1,28.8,2.89,191,-0.5,7,-0.5,4,6,80,-1,7,21,6,-0.5,69,,,,,,,,,,,,,,
269,88AR171,FA14119564,E_Mg_plut,-153.7931,61.4144,NAD83,Igneous,Plutonic,granodiorite,biotite-hornblende grandiorite-quartz diorite ,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145,53.6,60,5.27,4.57,2.76,1.17,16.5,5.17,,7.3,0.91,25.2,0.38,10.2,27.2,6.71,116,5.92,2,335,0.7,0.8,9.61,0.38,3.59,146,1,24.3,2.33,262,-0.5,5,-0.5,16,17,50,-1,19,11,16,10,77,,,,,,,,,,,,,,
270,88AR177,FA14119564,EO_M_dike,-154.181,61.4342,NAD83,Igneous,Volcanic,diabase,mafic dike ,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,46.6,80,14.55,4.37,2.47,1.59,18.7,5.09,,3.7,0.9,20.9,0.32,9.7,25.7,6.09,14.2,5.86,1,678,0.5,0.8,1.83,0.33,1.21,171,-1,21.9,2.08,161,-0.5,-5,-0.5,21,12,120,-1,23,3,18,10,98,,,,,,,,,,,,,,
271,88AR191,FA14119564,P_plut_TP,-154.2083,61.4161,NAD83,Igneous,Plutonic,granite,biogranite ,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,104,10,7.63,15.65,9.67,0.22,23.7,13.35,,6.2,3.2,43.7,1.27,26.1,51.3,13.3,255,13.55,3,21.3,2.3,2.46,30.7,1.41,8.97,-5,6,84.6,9.04,149,-0.5,9,-0.5,-1,1,60,-1,1,24,7,-0.5,61,,,,,,,,,,,,,,
272,88AR199,FA14119564,P_plut_TP,-154.163,61.6478,NAD83,Igneous,Plutonic,granite,biotite granite ,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,92.2,20,5.68,9.15,5.31,1.71,22.7,9.27,,18.5,1.83,42.1,0.78,27.8,46.8,11.7,124.5,10.8,3,213,1.3,1.54,9.05,0.77,2.8,40,2,46.3,5.09,815,-0.5,6,-0.5,7,10,60,-1,8,22,16,-0.5,150,,,,,,,,,,,,,,
273,88AR202,FA14119564,EO_M,-154.161,61.6025,NAD83,Igneous,Plutonic,granite,biotite granite ,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,96.2,50,3.96,7.02,3.87,2.47,22.9,8.62,,11.5,1.38,45.7,0.58,26.1,48.4,12.05,80.6,9.99,3,385,1.3,1.26,8.24,0.57,3.35,78,1,36,3.6,482,-0.5,6,-0.5,10,11,60,1,14,17,15,10,152,,,,,,,,,,,,,,
274,88AR207,FA14119564,P_plut_TP,-154.3003,61.6222,NAD83,Igneous,Plutonic,granite,biogranite-granodiorite ,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,62,10,7.58,7.2,3.97,1.38,21.1,8.3,,13.5,1.44,29.7,0.59,26.7,32.5,7.92,173,8.28,4,148,1.6,1.24,10.05,0.55,3.49,15,1,37.4,3.71,554,-0.5,8,-0.5,3,9,60,-1,3,19,12,-0.5,137,,,,,,,,,,,,,,
275,88AR224,FA14119564,E_Mg_plut,-153.4786,61.9956,NAD83,Igneous,Plutonic,granodiorite,hornblende granodiorite ,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,39.5,50,3.03,4.14,2.34,0.87,16.4,4.18,,5.9,0.81,18.5,0.32,7.6,19.3,4.95,91.6,4.73,2,265,0.6,0.68,7.89,0.3,3.45,93,1,22.1,2.07,204,-0.5,-5,-0.5,10,17,30,-1,14,8,10,-0.5,47,,,,,,,,,,,,,,
276,88AR228,FA14119564,EO_M,-153.8183,61.7197,NAD83,Igneous,Plutonic,quartz diorite,hornblende quartz diorite ,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,61,60,2.27,5.44,2.7,2.28,17.5,7.08,,2.8,1.05,26.9,0.32,12.1,36.4,8.27,26,7.71,4,833,0.7,0.97,3.62,0.37,1,256,1,26,2.18,117,-0.5,-5,-0.5,24,3,60,-1,10,3,21,-0.5,82,,,,,,,,,,,,,,
277,88AR231,FA14119564,LC_alk,-153.651,61.6483,NAD83,Igneous,Plutonic,monzonite,hornblende monzonite-monzodiorite ,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,54.1,20,1.7,4.34,2.45,1.51,20.6,4.81,,3.3,0.84,28.6,0.36,18.8,24.6,6.43,87,5.69,1,1200,1,0.66,6.18,0.35,2.82,193,1,22.6,2.28,109,-0.5,5,-0.5,17,60,40,-1,6,13,7,-0.5,94,,,,,,,,,,,,,,
278,88AR234,FA14119564,LC_alk,-153.7053,61.5594,NAD83,Igneous,Plutonic,monzonite,hornblende-biotite monzonite ,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,48.8,30,2.15,3.94,2.31,1.46,19.3,4.84,,5.2,0.8,24.2,0.3,14.3,24.7,6.04,110,5.23,2,1075,0.7,0.71,3.23,0.31,1.44,252,1,20.8,1.92,209,-0.5,-5,-0.5,23,86,30,-1,15,12,16,-0.5,104,,,,,,,,,,,,,,
279,88AR240,FA14119564,P_plut_TP,-154.196,61.5814,NAD83,Igneous,Plutonic,granite,biotite granite ,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,27.8,20,6.09,1.67,0.97,0.58,16.3,1.75,,3.6,0.32,15.3,0.19,5.2,10.9,3.19,175.5,2.24,3,76,0.6,0.27,5.1,0.16,1.72,5,1,9.1,1.1,102,-0.5,-5,-0.5,1,4,60,-1,1,22,2,-0.5,45,,,,,,,,,,,,,,
